     SPEED            =  2.000  Knots 
     BREADTH          =   50.000
     FRICTIONAL COEFF.=    0.500E-01
THE NUMBER OF FRAMES =  497
     X_COOR(I)        Y(I)    Z_COOR(I)    X_NORM(I)    Y_NORM(I)    Z_NORM(I)     ALPHA(I)      BETA(I)     GAMMA(I)
         247   0.00000000       0.00000000    
         248   0.00000000       0.00000000    
         249   0.00000000       0.00000000    
         250   0.00000000       0.00000000    
         251   0.00000000       0.00000000    
         252   0.00000000       0.00000000    
         253   0.00000000       0.00000000    
         254   0.00000000       0.00000000    
         255   0.00000000       0.00000000    
         256   0.00000000       0.00000000    
         257   0.00000000       0.00000000    
         258   0.00000000       0.00000000    
         259   0.00000000       0.00000000    
         260   0.00000000       0.00000000    
         261   0.00000000       0.00000000    
         262   0.00000000       0.00000000    
         263   0.00000000       0.00000000    
         264   0.00000000       0.00000000    
         265   0.00000000       0.00000000    
         266   0.00000000       0.00000000    
         267   0.00000000       0.00000000    
         268   0.00000000       0.00000000    
         269   0.00000000       0.00000000    
         270   0.00000000       0.00000000    
         271   0.00000000       0.00000000    
         272   0.00000000       0.00000000    
         273   0.00000000       0.00000000    
         274   0.00000000       0.00000000    
         275   0.00000000       0.00000000    
         276   0.00000000       0.00000000    
         277   0.00000000       0.00000000    
         278   0.00000000       0.00000000    
         279   0.00000000       0.00000000    
         280   0.00000000       0.00000000    
         281   0.00000000       0.00000000    
         282   0.00000000       0.00000000    
         283   0.00000000       0.00000000    
         284   0.00000000       0.00000000    
         285   0.00000000       0.00000000    
         286   0.00000000       0.00000000    
         287   0.00000000       0.00000000    
         288   0.00000000       0.00000000    
         289   0.00000000       0.00000000    
         290   0.00000000       0.00000000    
         291   0.00000000       0.00000000    
         292   0.00000000       0.00000000    
         293   0.00000000       0.00000000    
         294   0.00000000       0.00000000    
         295   0.00000000       0.00000000    
         296   0.00000000       0.00000000    
         297   0.00000000       0.00000000    
         298   0.00000000       0.00000000    
         299   0.00000000       0.00000000    
         300   0.00000000       0.00000000    
         301   0.00000000       0.00000000    
         302   0.00000000       0.00000000    
         303   0.00000000       0.00000000    
         304   0.00000000       0.00000000    
         305   0.00000000       0.00000000    
         306   0.00000000       0.00000000    
         307   0.00000000       0.00000000    
         308   0.00000000       0.00000000    
         309   0.00000000       0.00000000    
         310   0.00000000       0.00000000    
         311   0.00000000       0.00000000    
         312   0.00000000       0.00000000    
         313   0.00000000       0.00000000    
         314   0.00000000       0.00000000    
         315   0.00000000       0.00000000    
         316   0.00000000       0.00000000    
         317   0.00000000       0.00000000    
         318   0.00000000       0.00000000    
         319   0.00000000       0.00000000    
         320   0.00000000       0.00000000    
         321   0.00000000       0.00000000    
         322   0.00000000       0.00000000    
         323   0.00000000       0.00000000    
         324   0.00000000       0.00000000    
         325   0.00000000       0.00000000    
         326   0.00000000       0.00000000    
         327   0.00000000       0.00000000    
         328   0.00000000       0.00000000    
         329   0.00000000       0.00000000    
         330   0.00000000       0.00000000    
         331   0.00000000       0.00000000    
         332   0.00000000       0.00000000    
         333   0.00000000       0.00000000    
         334   0.00000000       0.00000000    
         335   0.00000000       0.00000000    
         336   0.00000000       0.00000000    
         337   0.00000000       0.00000000    
         338   0.00000000       0.00000000    
         339   0.00000000       0.00000000    
         340   0.00000000       0.00000000    
         341   0.00000000       0.00000000    
         342   0.00000000       0.00000000    
         343   0.00000000       0.00000000    
         344   0.00000000       0.00000000    
         345   0.00000000       0.00000000    
         346   0.00000000       0.00000000    
         347   0.00000000       0.00000000    
         348   0.00000000       0.00000000    
         349   0.00000000       0.00000000    
         350   0.00000000       0.00000000    
         351   0.00000000       0.00000000    
         352   0.00000000       0.00000000    
         353   0.00000000       0.00000000    
         354   0.00000000       0.00000000    
         355   0.00000000       0.00000000    
         356   0.00000000       0.00000000    
         357   0.00000000       0.00000000    
         358   0.00000000       0.00000000    
         359   0.00000000       0.00000000    
         360   0.00000000       0.00000000    
         361   0.00000000       0.00000000    
         362   0.00000000       0.00000000    
         363   0.00000000       0.00000000    
         364   0.00000000       0.00000000    
         365   0.00000000       0.00000000    
         366   0.00000000       0.00000000    
         367   0.00000000       0.00000000    
         368   0.00000000       0.00000000    
         369   0.00000000       0.00000000    
         370   0.00000000       0.00000000    
         371   0.00000000       0.00000000    
         372   0.00000000       0.00000000    
         373   0.00000000       0.00000000    
         374   0.00000000       0.00000000    
         375   0.00000000       0.00000000    
         376   0.00000000       0.00000000    
         377   0.00000000       0.00000000    
         378   0.00000000       0.00000000    
         379   0.00000000       0.00000000    
         380   0.00000000       0.00000000    
         381   0.00000000       0.00000000    
         382   0.00000000       0.00000000    
         383   0.00000000       0.00000000    
         384   0.00000000       0.00000000    
         385   0.00000000       0.00000000    
         386   0.00000000       0.00000000    
         387   0.00000000       0.00000000    
         388   0.00000000       0.00000000    
         389   0.00000000       0.00000000    
         390   0.00000000       0.00000000    
         391   0.00000000       0.00000000    
         392   0.00000000       0.00000000    
         393   0.00000000       0.00000000    
         394   0.00000000       0.00000000    
         395   0.00000000       0.00000000    
         396   0.00000000       0.00000000    
         397   0.00000000       0.00000000    
         398   0.00000000       0.00000000    
         399   0.00000000       0.00000000    
         400   0.00000000       0.00000000    
         401   0.00000000       0.00000000    
         402   0.00000000       0.00000000    
         403   0.00000000       0.00000000    
         404   0.00000000       0.00000000    
         405   0.00000000       0.00000000    
         406   0.00000000       0.00000000    
         407   0.00000000       0.00000000    
         408   0.00000000       0.00000000    
         409   0.00000000       0.00000000    
         410   0.00000000       0.00000000    
         411   0.00000000       0.00000000    
         412   0.00000000       0.00000000    
         413   0.00000000       0.00000000    
         414   0.00000000       0.00000000    
         415   0.00000000       0.00000000    
         416   0.00000000       0.00000000    
         417   0.00000000       0.00000000    
         418   0.00000000       0.00000000    
         419   0.00000000       0.00000000    
         420   0.00000000       1.00000005E-03
         421   0.00000000       1.00000005E-03
         422   0.00000000       1.00000005E-03
         423   0.00000000       2.00000009E-03
         424   0.00000000       2.00000009E-03
         425   0.00000000       2.00000009E-03
         426   0.00000000       2.00000009E-03
         427   0.00000000       2.00000009E-03
         428   0.00000000       2.00000009E-03
         429   0.00000000       1.00000005E-03
         430   0.00000000       1.00000005E-03
         431   0.00000000       1.00000005E-03
         432   0.00000000       1.00000005E-03
         433   0.00000000       1.00000005E-03
         434   0.00000000       1.00000005E-03
         435   0.00000000       0.00000000    
         436   3.62336540       0.00000000    
         437   3.62336540       0.00000000    
         438   3.62336540       0.00000000    
         439   3.62336540       0.00000000    
         440   3.62336540       0.00000000    
         441   3.62336540       0.00000000    
         442   5.12380552       1.00000005E-03
         443   16.4868374       25.2070007    
         444   17.0580559       25.5559998    
         445   17.5957603       25.9279995    
         446   18.4223042       26.3330002    
         447   19.0440636       26.7689991    
         448   19.6260281       27.2299995    
         449   20.0213776       27.7129993    
         450   20.5350151       28.2129993    
         451   21.1395226       28.7310028    
         452   21.7016335       29.2689991    
         453   22.0790768       29.8209972    
         454   22.8122921       30.3810024    
         455   23.2584381       30.9429989    
         456   24.0956764       31.3589993    
         457   24.6174889       31.8220005    
         458   25.2466545       32.3079987    
         459   25.9200325       32.8209991    
         460   26.5557175       33.3600006    
         461   27.0237827       33.9220009    
         462   27.7836590       34.5099983    
         463   28.5008564       35.1139984    
         464   29.0499172       35.7410011    
         465   29.5634422       36.4020004    
         466   30.3397884       36.9990005    
         467   30.9093571       37.5940018    
         468   31.7311802       38.1809998    
         469   32.5117722       38.7579994    
         470   33.1057396       39.3190002    
         471   33.9364777       39.8610001    
         472   34.8481827       40.3790016    
         473   35.7218437       40.8800011    
         474   36.6738853       41.3889999    
         475   37.4773407       41.9039993    
         476   38.4806786       42.4160004    
         477   39.5514565       42.9169998    
         478   40.5807419       43.4020004    
         479   41.6748581       43.8839989    
         480   42.8324471       44.3689995    
         481   44.0440903       44.8499985    
         482   45.3063431       45.3230019    
         483   46.7041969       45.7929993    
         484   48.2258530       46.2630005    
         485   49.8549423       46.7330017    
         486   51.4983597       47.2060013    
         487   53.3845749       47.6910019    
         488   55.3997040       48.2029991    
         489   57.4621277       48.7239990    
         490   59.7474136       49.2709999    
         491   62.2196007       49.8639984    
         492   64.7707596       50.5489998    
         493   67.6323090       51.3950005    
         494   70.7047577       52.4510002    
         495   74.6563339       53.1539993    
         496   79.0982742       54.2420006    
         497   84.2789688       59.2080002    
